location,specificLocation,time,itemType,crowdLevel,lostCount,weather,dayType
Basement Canteen,Basement Canteen,07:15,phone,high,10,cloudy,weekday
New Building Canteen,New Building Canteen,12:49,document,high,8,windy,weekend
Old Library Space,Old Library Space - Reference Section,20:30,waterbottle,medium,7,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:01,waterbottle,high,10,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,19:25,backpack,medium,7,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,22:38,waterbottle,medium,7,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,23:59,phone,medium,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,20:24,phone,medium,4,sunny,weekday
Basement Canteen,Basement Canteen,02:52,keys,medium,3,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,15:17,phone,medium,6,windy,weekend
New Building Canteen,New Building Canteen,10:20,backpack,medium,6,windy,weekend
3rd Floor Study Area,3rd Floor Study Area,10:14,waterbottle,medium,7,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,11:56,phone,high,9,sunny,weekday
Library,Library - 1st Floor,06:01,waterbottle,medium,6,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:15,waterbottle,high,8,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,17:05,laptop,medium,8,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,14:55,waterbottle,medium,5,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,13:49,keys,high,10,sunny,weekday
Juice Bar,Juice Bar,19:51,wallet,medium,5,windy,weekday
P and S Cafeteria,P and S Cafeteria,17:01,waterbottle,high,7,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,14:17,waterbottle,high,7,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,06:42,waterbottle,high,3,windy,weekend
Library,Library - 2nd Floor,21:16,wallet,medium,2,sunny,weekday
New Building Canteen,New Building Canteen,13:54,laptop,high,10,sunny,weekend
3rd Floor Study Area,3rd Floor Study Area,19:03,keys,medium,9,rainy,weekday
Old Library Space,Old Library Space - Reference Section,20:10,waterbottle,low,2,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,10:47,wallet,medium,3,cloudy,weekend
Juice Bar,Juice Bar,23:51,waterbottle,low,3,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,09:32,laptop,low,6,sunny,weekend
New Building Canteen,New Building Canteen,14:16,waterbottle,high,10,sunny,weekday
New Building Canteen,New Building Canteen,08:31,laptop,high,9,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,15:09,wallet,high,9,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,17:50,phone,low,1,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,22:47,backpack,medium,9,windy,weekday
Library,Library - 1st Floor,22:29,phone,medium,7,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,12:45,waterbottle,medium,5,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,11:32,waterbottle,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,19:01,wallet,medium,3,windy,weekday
Library,Library - 2nd Floor,06:07,waterbottle,medium,6,cloudy,weekend
New Building Canteen,New Building Canteen,19:58,laptop,medium,3,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,09:34,keys,high,8,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,09:27,wallet,medium,4,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:00,waterbottle,medium,4,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,15:36,waterbottle,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,16:00,waterbottle,medium,6,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,16:08,waterbottle,medium,7,rainy,weekend
Library,Library - 2nd Floor,22:59,document,high,8,windy,weekday
Library,Library - 2nd Floor,12:20,wallet,high,5,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,07:47,keys,high,6,cloudy,weekday
New Building Canteen,New Building Canteen,08:11,phone,high,10,rainy,weekday
Library,Library - 1st Floor,21:25,keys,medium,5,windy,weekday
Old Library Space,Old Library Space - Reading Room,17:16,waterbottle,medium,4,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,22:03,wallet,medium,5,cloudy,weekday
New Building Canteen,New Building Canteen,19:23,backpack,high,9,windy,weekday
P and S Cafeteria,P and S Cafeteria,06:25,card,high,8,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,23:03,waterbottle,medium,5,windy,weekday
New Building Canteen,New Building Canteen,23:40,waterbottle,medium,7,sunny,weekday
P and S Cafeteria,P and S Cafeteria,13:58,wallet,high,10,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,11:44,document,high,10,cloudy,weekday
Basement Canteen,Basement Canteen,02:46,keys,high,8,sunny,weekday
New Building Canteen,New Building Canteen,02:38,wallet,high,1,sunny,weekday
New Building Canteen,New Building Canteen,13:16,keys,high,10,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,19:17,phone,medium,3,cloudy,weekday
Juice Bar,Juice Bar,07:26,card,high,7,windy,weekend
New Building Canteen,New Building Canteen,17:05,waterbottle,high,10,windy,weekend
Juice Bar,Juice Bar,15:19,keys,medium,5,sunny,weekday
New Building Canteen,New Building Canteen,19:36,card,high,10,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,23:23,backpack,medium,7,windy,weekday
New Building Canteen,New Building Canteen,17:36,waterbottle,medium,8,rainy,weekend
Old Library Space,Old Library Space - 2nd Floor Study Area,11:45,document,high,9,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,19:07,waterbottle,low,2,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,09:03,waterbottle,high,9,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,18:20,wallet,low,3,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,14:35,phone,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,22:39,wallet,medium,9,rainy,weekday
New Building Canteen,New Building Canteen,08:03,waterbottle,high,10,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,19:38,wallet,medium,6,sunny,weekday
Juice Bar,Juice Bar,18:34,waterbottle,low,3,windy,weekend
Library,Library - 1st Floor,17:24,wallet,high,7,rainy,weekday
New Building Canteen,New Building Canteen,19:31,card,high,10,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,10:42,keys,high,7,cloudy,weekday
Basement Canteen,Basement Canteen,03:37,waterbottle,low,1,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,13:26,backpack,medium,6,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,16:35,waterbottle,medium,6,rainy,weekend
New Building Canteen,New Building Canteen,06:48,waterbottle,medium,1,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,12:54,backpack,medium,9,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,09:09,phone,high,10,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:31,phone,high,9,sunny,weekday
Library,Library - 2nd Floor,22:16,document,high,2,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,20:53,keys,high,10,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,12:57,laptop,medium,6,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,13:34,phone,high,9,cloudy,weekend
New Building Canteen,New Building Canteen,17:09,waterbottle,medium,7,rainy,weekend
Library,Library - 1st Floor,20:31,keys,medium,6,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,21:14,phone,medium,7,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,15:51,wallet,medium,7,cloudy,weekend
Juice Bar,Juice Bar,16:04,waterbottle,high,4,sunny,weekday
P and S Cafeteria,P and S Cafeteria,19:03,wallet,high,6,rainy,weekday
New Building Canteen,New Building Canteen,08:56,backpack,high,10,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,18:36,card,low,4,rainy,weekday
New Building Canteen,New Building Canteen,18:56,backpack,high,10,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,20:16,wallet,medium,4,cloudy,weekday
Juice Bar,Juice Bar,18:24,backpack,low,3,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,12:44,phone,high,10,sunny,weekend
Library,Library - 1st Floor,19:23,wallet,medium,6,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,03:38,wallet,medium,9,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,10:20,backpack,high,10,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,07:04,card,high,10,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,13:09,backpack,medium,8,sunny,weekday
New Building Canteen,New Building Canteen,19:49,laptop,high,7,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,06:48,phone,low,2,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,08:21,wallet,high,7,sunny,weekend
Basement Canteen,Basement Canteen,22:57,backpack,medium,4,windy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:51,waterbottle,medium,7,rainy,weekday
Old Library Space,Old Library Space - Reference Section,20:11,phone,medium,8,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,09:19,laptop,medium,8,sunny,weekend
Anohana Canteen,Anohana Canteen,08:50,waterbottle,high,8,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,12:49,wallet,high,7,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,00:52,document,low,1,windy,weekend
Library,Library - 1st Floor,14:42,card,low,2,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,19:09,wallet,high,7,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,17:16,wallet,high,9,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,00:58,phone,medium,10,rainy,weekend
Library,Library - 1st Floor,19:31,keys,medium,5,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,22:06,backpack,low,1,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,09:13,phone,high,8,cloudy,weekday
New Building Canteen,New Building Canteen,11:39,backpack,high,9,rainy,weekday
Juice Bar,Juice Bar,22:48,waterbottle,low,2,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,16:17,wallet,medium,2,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,07:47,card,low,1,sunny,weekend
P and S Cafeteria,P and S Cafeteria,22:26,card,medium,10,windy,weekend
Library,Library - 1st Floor,14:28,keys,high,8,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,10:53,keys,high,8,cloudy,weekend
Library,Library - 2nd Floor,13:35,phone,medium,7,windy,weekend
Business Faculty Study Area,Business Faculty Study Area,17:33,wallet,medium,3,cloudy,weekend
New Building Canteen,New Building Canteen,13:19,keys,high,8,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,12:15,waterbottle,high,8,rainy,weekday
3rd Floor Study Area,3rd Floor Study Area,14:30,waterbottle,high,10,rainy,weekday
New Building Canteen,New Building Canteen,20:00,wallet,high,9,cloudy,weekday
Juice Bar,Juice Bar,10:02,phone,low,8,rainy,weekday
Juice Bar,Juice Bar,22:06,card,high,1,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,06:03,waterbottle,low,2,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,18:02,wallet,high,8,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,21:32,keys,medium,4,windy,weekday
P and S Cafeteria,P and S Cafeteria,09:22,wallet,high,7,cloudy,weekday
New Building Canteen,New Building Canteen,10:35,phone,low,1,sunny,weekday
New Building Canteen,New Building Canteen,07:54,keys,high,8,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,06:54,keys,medium,2,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,18:40,backpack,high,8,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,19:02,wallet,medium,7,windy,weekday
Library,Library - 1st Floor,17:06,phone,medium,7,rainy,weekday
New Building Canteen,New Building Canteen,20:49,phone,high,10,cloudy,weekday
Library,Library - 2nd Floor,09:20,wallet,high,5,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,09:48,wallet,medium,4,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,14:58,wallet,high,9,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:36,waterbottle,high,10,sunny,weekday
New Building Canteen,New Building Canteen,14:04,waterbottle,high,9,sunny,weekday
New Building Canteen,New Building Canteen,05:34,keys,low,7,rainy,weekday
Library,Library - 2nd Floor,08:04,card,medium,9,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,09:05,card,medium,9,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,12:20,waterbottle,medium,5,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,19:28,card,medium,5,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,10:26,waterbottle,low,9,windy,weekend
P and S Cafeteria,P and S Cafeteria,08:21,laptop,high,10,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,18:54,backpack,low,5,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,21:11,phone,medium,5,cloudy,weekday
New Building Canteen,New Building Canteen,17:29,wallet,high,7,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,14:54,keys,high,9,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,23:53,keys,medium,9,rainy,weekday
P and S Cafeteria,P and S Cafeteria,07:30,phone,high,8,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,07:53,waterbottle,low,2,windy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:40,waterbottle,low,2,cloudy,weekend
Library,Library - 2nd Floor,20:06,wallet,medium,7,rainy,weekday
Old Library Space,Old Library Space - Reference Section,19:17,waterbottle,medium,6,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,20:47,phone,medium,5,windy,weekend
P and S Cafeteria,P and S Cafeteria,15:29,keys,high,6,windy,weekday
New Building Canteen,New Building Canteen,22:49,waterbottle,medium,7,windy,weekend
New Building Canteen,New Building Canteen,19:37,backpack,high,10,rainy,weekday
Library,Library - 2nd Floor,16:33,phone,high,9,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,15:05,wallet,medium,4,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,13:53,waterbottle,medium,4,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,10:41,backpack,medium,7,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,21:41,wallet,medium,1,cloudy,weekend
New Building Canteen,New Building Canteen,08:05,backpack,high,9,rainy,weekday
Library,Library - 1st Floor,17:37,backpack,medium,9,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,17:05,waterbottle,high,8,windy,weekday
Juice Bar,Juice Bar,07:12,card,low,1,windy,weekday
Library,Library - 2nd Floor,21:43,wallet,medium,4,cloudy,weekday
Library,Library - 2nd Floor,11:28,wallet,high,6,cloudy,weekday
Juice Bar,Juice Bar,15:25,card,medium,5,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,20:47,phone,low,1,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:47,waterbottle,medium,5,windy,weekend
Juice Bar,Juice Bar,06:51,keys,low,3,sunny,weekday
Juice Bar,Juice Bar,19:20,waterbottle,low,2,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:29,keys,high,9,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,21:38,laptop,low,1,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,10:28,keys,medium,6,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,14:00,waterbottle,high,9,cloudy,weekday
New Building Canteen,New Building Canteen,11:08,waterbottle,high,9,sunny,weekday
New Building Canteen,New Building Canteen,14:47,waterbottle,high,8,sunny,weekend
P and S Cafeteria,P and S Cafeteria,21:14,phone,low,8,sunny,weekend
P and S Cafeteria,P and S Cafeteria,12:15,laptop,medium,9,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,15:05,document,low,8,cloudy,weekend
Library,Library - 2nd Floor,16:15,waterbottle,medium,6,windy,weekday
Basement Canteen,Basement Canteen,07:32,phone,high,10,windy,weekday
New Building Canteen,New Building Canteen,04:38,document,medium,1,sunny,weekend
New Building Canteen,New Building Canteen,20:00,waterbottle,high,9,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,07:30,backpack,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,22:48,backpack,low,4,cloudy,weekend
New Building Canteen,New Building Canteen,13:18,keys,high,9,windy,weekday
Juice Bar,Juice Bar,06:43,wallet,low,1,rainy,weekend
New Building Canteen,New Building Canteen,11:25,document,medium,9,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,14:35,wallet,high,6,windy,weekday
New Building Canteen,New Building Canteen,12:45,wallet,high,7,cloudy,weekend
New Building Canteen,New Building Canteen,20:48,waterbottle,high,9,rainy,weekday
Old Library Space,Old Library Space - Reading Room,20:52,wallet,medium,4,windy,weekday
Old Library Space,Old Library Space - Computer Section,04:05,phone,medium,6,cloudy,weekday
Juice Bar,Juice Bar,11:54,waterbottle,low,1,cloudy,weekend
New Building Canteen,New Building Canteen,08:47,waterbottle,high,10,rainy,weekday
Library,Library - 2nd Floor,17:28,wallet,medium,7,sunny,weekday
New Building Canteen,New Building Canteen,13:20,laptop,high,7,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,21:05,wallet,high,7,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,19:09,waterbottle,medium,6,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,22:28,phone,medium,6,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:40,card,medium,5,cloudy,weekday
Library,Library - 1st Floor,00:15,card,low,3,rainy,weekend
Library,Library - 2nd Floor,12:00,wallet,high,6,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,09:00,wallet,high,7,rainy,weekday
New Building Canteen,New Building Canteen,14:38,backpack,high,7,windy,weekday
New Building Canteen,New Building Canteen,14:47,waterbottle,high,8,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,16:14,phone,medium,7,cloudy,weekend
Juice Bar,Juice Bar,13:45,phone,medium,5,sunny,weekday
