location,time,itemType,crowdLevel,lostCount,weather,dayType,timestamp,incident_occurred,reported_at
Library outdoor Space storage,10:16,laptop,high,1,rainy,weekend,2024-11-30 10:16:34,,
Basement Canteen,10:32,keys,very_high,3,rainy,weekend,2024-11-30 10:32:25,,
P and S Cafeteria,10:32,keys,high,11,cloudy,weekend,2024-11-30 10:32:57,,
Anohana Canteen,10:33,wallet,very_high,7,sunny,weekend,2024-11-30 10:33:50,,
Study Area 4th Floor New Building,10:37,keys,medium,4,stormy,weekend,2024-11-30 10:37:01,,
Old Library Space,10:40,other,medium,1,rainy,weekend,2024-11-30 10:40:24,,
New Building Canteen,10:58,wallet,high,5,stormy,weekend,2024-11-30 10:58:07,,
Library,11:08,wallet,very_high,6,cloudy,weekend,2024-11-30 11:08:41,,
Bird Nest Canteen,11:14,bag,high,2,sunny,weekend,2024-11-30 11:14:38,,
P and S Cafeteria,11:34,keys,high,6,sunny,weekend,2024-11-30 11:34:32,,
Juice Bar,11:50,document,very_high,5,cloudy,weekend,2024-11-30 11:50:06,,
Anohana Canteen,12:07,other,very_high,4,stormy,weekend,2024-11-30 12:07:35,,
Business Faculty Study Area,12:09,keys,very_high,2,cloudy,weekend,2024-11-30 12:09:58,,
Bird Nest Study Area,12:26,other,high,2,sunny,weekend,2024-11-30 12:26:54,,
3rd Floor Study Area,12:34,other,very_high,4,rainy,weekend,2024-11-30 12:34:21,,
P and S Cafeteria,12:34,keys,very_high,5,stormy,weekend,2024-11-30 12:34:41,,
Basement Canteen,12:40,keys,very_high,5,rainy,weekend,2024-11-30 12:40:04,,
New Building Canteen,12:50,wallet,high,8,stormy,weekend,2024-11-30 12:50:01,,
Bird Nest Canteen,12:59,bag,high,2,rainy,weekend,2024-11-30 12:59:43,,
Study Area 4th Floor New Building,13:02,keys,high,1,sunny,weekend,2024-11-30 13:02:14,,
Anohana Canteen,13:04,laptop,high,7,sunny,weekend,2024-11-30 13:04:19,,
Library,13:09,keys,high,5,sunny,weekend,2024-11-30 13:09:26,,
Old Library Space,13:34,document,medium,3,sunny,weekend,2024-11-30 13:34:50,,
P and S Cafeteria,13:47,other,high,7,cloudy,weekend,2024-11-30 13:47:33,,
Anohana Canteen,14:04,laptop,medium,4,sunny,weekend,2024-11-30 14:04:34,,
Juice Bar,14:26,wallet,high,3,rainy,weekend,2024-11-30 14:26:23,,
New Building Canteen,14:30,bag,high,3,cloudy,weekend,2024-11-30 14:30:11,,
New Building Bio Laboratory outside space Storage Cabins,14:30,keys,very_high,1,rainy,weekend,2024-11-30 14:30:12,,
Bird Nest Canteen,14:37,bag,medium,7,rainy,weekend,2024-11-30 14:37:43,,
Business Faculty Study Area,14:46,keys,medium,2,sunny,weekend,2024-11-30 14:46:04,,
Basement Canteen,14:52,keys,medium,4,sunny,weekend,2024-11-30 14:52:19,,
P and S Cafeteria,14:57,bag,very_high,6,sunny,weekend,2024-11-30 14:57:07,,
Library,15:04,wallet,high,1,cloudy,weekend,2024-11-30 15:04:36,,
Library outdoor Space storage,15:21,laptop,high,1,cloudy,weekend,2024-11-30 15:21:23,,
Bird Nest Study Area,15:28,other,high,3,sunny,weekend,2024-11-30 15:28:11,,
Anohana Canteen,15:31,wallet,very_high,4,cloudy,weekend,2024-11-30 15:31:45,,
P and S Cafeteria,15:48,document,high,9,sunny,weekend,2024-11-30 15:48:00,,
Bird Nest Canteen,15:59,keys,high,4,stormy,weekend,2024-11-30 15:59:35,,
Juice Bar,16:00,wallet,high,3,sunny,weekend,2024-11-30 16:00:14,,
Study Area 4th Floor New Building,16:17,wallet,high,5,sunny,weekend,2024-11-30 16:17:18,,
Basement Canteen,16:27,keys,high,4,rainy,weekend,2024-11-30 16:27:09,,
New Building Canteen,16:33,phone,medium,4,cloudy,weekend,2024-11-30 16:33:28,,
Anohana Canteen,16:37,wallet,high,9,sunny,weekend,2024-11-30 16:37:45,,
P and S Cafeteria,16:48,laptop,medium,12,cloudy,weekend,2024-11-30 16:48:58,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,16:49,laptop,high,2,rainy,weekend,2024-11-30 16:49:42,,
Old Library Space,16:52,keys,high,3,rainy,weekend,2024-11-30 16:52:40,,
Main Building 5th floor outside space Storage Cabin,16:53,document,medium,2,cloudy,weekend,2024-11-30 16:53:48,,
3rd Floor Study Area,17:00,phone,high,1,cloudy,weekend,2024-11-30 17:00:35,,
Bird Nest Canteen,17:22,document,high,14,cloudy,weekend,2024-11-30 17:22:00,,
Anohana Canteen,17:37,other,medium,7,stormy,weekend,2024-11-30 17:37:02,,
Library,17:47,phone,medium,1,cloudy,weekend,2024-11-30 17:47:31,,
P and S Cafeteria,17:58,wallet,medium,9,cloudy,weekend,2024-11-30 17:58:48,,
Bird Nest Study Area,18:20,keys,low,4,sunny,weekend,2024-11-30 18:20:04,,
Business Faculty Study Area,18:30,phone,low,5,cloudy,weekend,2024-11-30 18:30:59,,
Study Area 4th Floor New Building,18:46,document,low,1,sunny,weekend,2024-11-30 18:46:33,,
P and S Cafeteria,18:52,bag,low,3,cloudy,weekend,2024-11-30 18:52:21,,
Library,20:42,phone,low,1,cloudy,weekend,2024-11-30 20:42:47,,
Library,08:15,document,high,4,sunny,weekend,2024-12-01 08:15:46,,
P and S Cafeteria,08:37,wallet,medium,12,cloudy,weekend,2024-12-01 08:37:12,,
Old Library Space,08:45,laptop,medium,3,sunny,weekend,2024-12-01 08:45:14,,
Bird Nest Canteen,08:58,laptop,high,5,sunny,weekend,2024-12-01 08:58:27,,
Anohana Canteen,09:00,laptop,high,6,cloudy,weekend,2024-12-01 09:00:08,,
New Building Canteen,09:00,bag,medium,3,cloudy,weekend,2024-12-01 09:00:56,,
New Building Bio Laboratory outside space Storage Cabins,09:19,document,high,1,rainy,weekend,2024-12-01 09:19:38,,
Juice Bar,09:37,document,medium,10,stormy,weekend,2024-12-01 09:37:01,,
3rd Floor Study Area,09:40,phone,medium,3,stormy,weekend,2024-12-01 09:40:11,,
Business Faculty Study Area,09:42,phone,very_high,3,sunny,weekend,2024-12-01 09:42:38,,
P and S Cafeteria,09:50,keys,medium,11,cloudy,weekend,2024-12-01 09:50:31,,
Bird Nest Study Area,09:56,keys,very_high,3,cloudy,weekend,2024-12-01 09:56:24,,
Anohana Canteen,10:15,laptop,very_high,10,cloudy,weekend,2024-12-01 10:15:49,,
Bird Nest Canteen,10:26,phone,high,5,cloudy,weekend,2024-12-01 10:26:15,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,10:34,bag,high,1,cloudy,weekend,2024-12-01 10:34:01,,
Basement Canteen,10:42,bag,high,6,cloudy,weekend,2024-12-01 10:42:47,,
P and S Cafeteria,10:43,wallet,high,5,stormy,weekend,2024-12-01 10:43:20,,
Library,11:18,laptop,high,2,sunny,weekend,2024-12-01 11:18:54,,
New Building Canteen,11:31,laptop,medium,4,cloudy,weekend,2024-12-01 11:31:08,,
Old Library Space,11:39,other,high,4,cloudy,weekend,2024-12-01 11:39:43,,
Anohana Canteen,11:42,wallet,very_high,5,rainy,weekend,2024-12-01 11:42:47,,
P and S Cafeteria,11:59,document,high,6,sunny,weekend,2024-12-01 11:59:41,,
Juice Bar,12:09,phone,medium,2,sunny,weekend,2024-12-01 12:09:21,,
Study Area 4th Floor New Building,12:10,document,high,4,sunny,weekend,2024-12-01 12:10:44,,
Bird Nest Canteen,12:11,other,high,8,cloudy,weekend,2024-12-01 12:11:54,,
3rd Floor Study Area,12:33,laptop,medium,1,sunny,weekend,2024-12-01 12:33:26,,
Basement Canteen,12:37,keys,medium,3,sunny,weekend,2024-12-01 12:37:33,,
Library outdoor Space storage,12:50,wallet,high,1,sunny,weekend,2024-12-01 12:50:44,,
P and S Cafeteria,12:54,document,very_high,9,stormy,weekend,2024-12-01 12:54:47,,
Business Faculty Study Area,12:55,wallet,high,1,sunny,weekend,2024-12-01 12:55:08,,
Anohana Canteen,13:00,phone,high,7,sunny,weekend,2024-12-01 13:00:47,,
Bird Nest Study Area,13:29,wallet,high,1,sunny,weekend,2024-12-01 13:29:47,,
Main Building 5th floor outside space Storage Cabin,13:44,laptop,high,1,cloudy,weekend,2024-12-01 13:44:44,,
Bird Nest Canteen,13:44,bag,very_high,6,cloudy,weekend,2024-12-01 13:44:49,,
Juice Bar,13:55,wallet,medium,1,stormy,weekend,2024-12-01 13:55:01,,
New Building Canteen,13:58,laptop,very_high,5,sunny,weekend,2024-12-01 13:58:28,,
P and S Cafeteria,13:59,bag,medium,6,cloudy,weekend,2024-12-01 13:59:06,,
Library,14:00,other,high,3,sunny,weekend,2024-12-01 14:00:17,,
Anohana Canteen,14:14,wallet,very_high,4,sunny,weekend,2024-12-01 14:14:59,,
Old Library Space,14:16,bag,medium,1,stormy,weekend,2024-12-01 14:16:18,,
Study Area 4th Floor New Building,14:36,other,high,4,rainy,weekend,2024-12-01 14:36:19,,
Basement Canteen,14:53,bag,very_high,5,sunny,weekend,2024-12-01 14:53:49,,
P and S Cafeteria,15:05,wallet,high,6,sunny,weekend,2024-12-01 15:05:31,,
Bird Nest Canteen,15:08,bag,high,8,cloudy,weekend,2024-12-01 15:08:43,,
Anohana Canteen,15:15,wallet,high,7,cloudy,weekend,2024-12-01 15:15:05,,
3rd Floor Study Area,15:59,laptop,high,2,sunny,weekend,2024-12-01 15:59:50,,
Bird Nest Study Area,16:00,other,medium,2,sunny,weekend,2024-12-01 16:00:01,,
Library,16:02,phone,high,1,cloudy,weekend,2024-12-01 16:02:39,,
Bird Nest Canteen,16:08,laptop,high,6,rainy,weekend,2024-12-01 16:08:13,,
New Building Canteen,16:08,laptop,medium,2,sunny,weekend,2024-12-01 16:08:20,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,16:11,wallet,high,3,cloudy,weekend,2024-12-01 16:11:25,,
Juice Bar,16:13,bag,high,3,rainy,weekend,2024-12-01 16:13:52,,
Business Faculty Study Area,16:16,laptop,very_high,3,sunny,weekend,2024-12-01 16:16:37,,
Old Library Space,16:20,laptop,high,3,sunny,weekend,2024-12-01 16:20:19,,
P and S Cafeteria,16:22,other,high,6,cloudy,weekend,2024-12-01 16:22:25,,
Anohana Canteen,16:26,other,very_high,10,cloudy,weekend,2024-12-01 16:26:37,,
Basement Canteen,16:43,other,medium,3,sunny,weekend,2024-12-01 16:43:24,,
Bird Nest Canteen,17:28,wallet,high,10,sunny,weekend,2024-12-01 17:28:26,,
New Building Bio Laboratory outside space Storage Cabins,17:28,keys,medium,2,stormy,weekend,2024-12-01 17:28:30,,
P and S Cafeteria,17:41,phone,medium,9,cloudy,weekend,2024-12-01 17:41:11,,
Anohana Canteen,17:57,bag,very_high,12,sunny,weekend,2024-12-01 17:57:16,,
Library,18:14,keys,low,3,cloudy,weekend,2024-12-01 18:14:50,,
Old Library Space,18:25,document,low,3,sunny,weekend,2024-12-01 18:25:53,,
P and S Cafeteria,18:36,keys,low,9,sunny,weekend,2024-12-01 18:36:03,,
Study Area 4th Floor New Building,18:38,keys,low,2,cloudy,weekend,2024-12-01 18:38:53,,
3rd Floor Study Area,19:01,wallet,low,1,cloudy,weekend,2024-12-01 19:01:21,,
Bird Nest Study Area,19:09,wallet,low,1,sunny,weekend,2024-12-01 19:09:29,,
P and S Cafeteria,19:51,bag,low,4,stormy,weekend,2024-12-01 19:51:23,,
Library,20:44,other,low,5,rainy,weekend,2024-12-01 20:44:24,,
Main Building 5th floor outside space Storage Cabin,08:17,other,very_high,1,sunny,weekday,2024-12-02 08:17:53,,
Anohana Canteen,08:24,wallet,very_high,7,stormy,weekday,2024-12-02 08:24:26,,
Bird Nest Study Area,08:48,document,very_high,1,sunny,weekday,2024-12-02 08:48:47,,
P and S Cafeteria,08:55,other,very_high,12,rainy,weekday,2024-12-02 08:55:23,,
Library,08:57,wallet,very_high,5,rainy,weekday,2024-12-02 08:57:49,,
Bird Nest Canteen,08:58,other,very_high,4,cloudy,weekday,2024-12-02 08:58:50,,
Basement Canteen,09:07,wallet,high,7,cloudy,weekday,2024-12-02 09:07:07,,
Business Faculty Study Area,09:31,wallet,medium,1,stormy,weekday,2024-12-02 09:31:12,,
Study Area 4th Floor New Building,09:31,bag,high,5,rainy,weekday,2024-12-02 09:31:21,,
New Building Canteen,09:43,keys,medium,2,stormy,weekday,2024-12-02 09:43:49,,
Old Library Space,09:47,wallet,high,2,cloudy,weekday,2024-12-02 09:47:42,,
Anohana Canteen,10:00,keys,medium,5,sunny,weekday,2024-12-02 10:00:42,,
P and S Cafeteria,10:05,keys,medium,10,cloudy,weekday,2024-12-02 10:05:45,,
Juice Bar,10:12,phone,medium,2,cloudy,weekday,2024-12-02 10:12:53,,
3rd Floor Study Area,10:29,laptop,high,1,rainy,weekday,2024-12-02 10:29:05,,
Basement Canteen,10:32,document,high,4,cloudy,weekday,2024-12-02 10:32:52,,
Bird Nest Canteen,10:43,laptop,medium,6,sunny,weekday,2024-12-02 10:43:11,,
New Building Bio Laboratory outside space Storage Cabins,10:47,bag,medium,1,rainy,weekday,2024-12-02 10:47:10,,
P and S Cafeteria,10:57,laptop,medium,6,stormy,weekday,2024-12-02 10:57:28,,
Library outdoor Space storage,11:13,laptop,high,1,rainy,weekday,2024-12-02 11:13:30,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,11:20,laptop,medium,3,sunny,weekday,2024-12-02 11:20:43,,
Anohana Canteen,11:29,wallet,medium,7,sunny,weekday,2024-12-02 11:29:57,,
Library,11:45,document,high,9,sunny,weekday,2024-12-02 11:45:52,,
P and S Cafeteria,11:46,document,high,9,sunny,weekday,2024-12-02 11:46:01,,
New Building Canteen,11:52,laptop,high,2,cloudy,weekday,2024-12-02 11:52:55,,
Old Library Space,11:54,document,medium,5,stormy,weekday,2024-12-02 11:54:07,,
Juice Bar,12:00,wallet,very_high,5,sunny,weekday,2024-12-02 12:00:11,,
Bird Nest Study Area,12:00,wallet,very_high,2,cloudy,weekday,2024-12-02 12:00:38,,
Business Faculty Study Area,12:19,document,very_high,3,rainy,weekday,2024-12-02 12:19:04,,
Bird Nest Canteen,12:24,wallet,very_high,7,sunny,weekday,2024-12-02 12:24:18,,
Basement Canteen,12:45,document,very_high,2,rainy,weekday,2024-12-02 12:45:42,,
Study Area 4th Floor New Building,12:52,keys,very_high,2,cloudy,weekday,2024-12-02 12:52:03,,
P and S Cafeteria,12:55,laptop,very_high,8,sunny,weekday,2024-12-02 12:55:51,,
Anohana Canteen,13:01,keys,very_high,6,cloudy,weekday,2024-12-02 13:01:18,,
3rd Floor Study Area,13:30,laptop,very_high,3,sunny,weekday,2024-12-02 13:30:45,,
Juice Bar,13:33,bag,very_high,3,sunny,weekday,2024-12-02 13:33:57,,
Anohana Canteen,14:01,laptop,high,9,cloudy,weekday,2024-12-02 14:01:20,,
Basement Canteen,14:02,laptop,high,2,sunny,weekday,2024-12-02 14:02:13,,
Library,14:03,laptop,medium,5,sunny,weekday,2024-12-02 14:03:24,,
Bird Nest Canteen,14:11,keys,high,9,cloudy,weekday,2024-12-02 14:11:06,,
New Building Canteen,14:20,keys,high,6,cloudy,weekday,2024-12-02 14:20:33,,
P and S Cafeteria,14:20,document,high,7,cloudy,weekday,2024-12-02 14:20:49,,
Business Faculty Study Area,14:30,other,high,3,stormy,weekday,2024-12-02 14:30:13,,
Old Library Space,14:31,laptop,high,2,stormy,weekday,2024-12-02 14:31:57,,
P and S Cafeteria,15:17,other,high,9,rainy,weekday,2024-12-02 15:17:36,,
Bird Nest Canteen,15:18,phone,high,7,rainy,weekday,2024-12-02 15:18:30,,
Anohana Canteen,15:23,document,high,9,sunny,weekday,2024-12-02 15:23:41,,
Bird Nest Study Area,15:31,bag,medium,1,sunny,weekday,2024-12-02 15:31:59,,
Library outdoor Space storage,15:41,keys,high,1,stormy,weekday,2024-12-02 15:41:19,,
New Building Bio Laboratory outside space Storage Cabins,15:53,other,high,2,cloudy,weekday,2024-12-02 15:53:04,,
Juice Bar,15:57,keys,high,6,stormy,weekday,2024-12-02 15:57:43,,
Basement Canteen,16:11,other,high,5,cloudy,weekday,2024-12-02 16:11:00,,
3rd Floor Study Area,16:14,phone,high,4,cloudy,weekday,2024-12-02 16:14:22,,
New Building Canteen,16:16,keys,high,5,sunny,weekday,2024-12-02 16:16:30,,
Library,16:25,phone,medium,4,stormy,weekday,2024-12-02 16:25:39,,
Bird Nest Canteen,16:29,wallet,medium,6,sunny,weekday,2024-12-02 16:29:53,,
P and S Cafeteria,16:36,laptop,high,3,sunny,weekday,2024-12-02 16:36:05,,
Main Building 5th floor outside space Storage Cabin,16:42,document,high,1,rainy,weekday,2024-12-02 16:42:02,,
Anohana Canteen,16:53,document,medium,4,stormy,weekday,2024-12-02 16:53:15,,
Study Area 4th Floor New Building,16:57,document,high,3,cloudy,weekday,2024-12-02 16:57:33,,
Business Faculty Study Area,17:22,laptop,high,2,rainy,weekday,2024-12-02 17:22:35,,
Bird Nest Study Area,17:43,wallet,high,1,sunny,weekday,2024-12-02 17:43:11,,
Bird Nest Canteen,17:43,document,high,9,sunny,weekday,2024-12-02 17:43:46,,
Anohana Canteen,17:53,laptop,medium,4,sunny,weekday,2024-12-02 17:53:00,,
P and S Cafeteria,18:01,other,low,9,rainy,weekday,2024-12-02 18:01:35,,
Old Library Space,18:04,wallet,low,4,cloudy,weekday,2024-12-02 18:04:18,,
P and S Cafeteria,18:52,other,low,5,sunny,weekday,2024-12-02 18:52:49,,
Library,19:16,keys,low,4,cloudy,weekday,2024-12-02 19:16:26,,
P and S Cafeteria,19:48,bag,low,12,sunny,weekday,2024-12-02 19:48:54,,
Library,20:57,phone,low,3,cloudy,weekday,2024-12-02 20:57:28,,
Old Library Space,08:05,keys,very_high,3,stormy,weekday,2024-12-03 08:05:55,,
P and S Cafeteria,08:17,wallet,very_high,6,rainy,weekday,2024-12-03 08:17:40,,
Anohana Canteen,08:32,laptop,very_high,4,cloudy,weekday,2024-12-03 08:32:45,,
Bird Nest Study Area,09:10,bag,high,2,sunny,weekday,2024-12-03 09:10:34,,
P and S Cafeteria,09:14,document,high,8,cloudy,weekday,2024-12-03 09:14:53,,
Bird Nest Canteen,09:28,other,high,6,sunny,weekday,2024-12-03 09:28:21,,
Anohana Canteen,10:01,bag,high,2,sunny,weekday,2024-12-03 10:01:02,,
Library,10:03,bag,high,1,cloudy,weekday,2024-12-03 10:03:29,,
P and S Cafeteria,10:14,phone,high,7,sunny,weekday,2024-12-03 10:14:02,,
Juice Bar,10:16,wallet,high,3,rainy,weekday,2024-12-03 10:16:09,,
Basement Canteen,10:18,laptop,high,5,cloudy,weekday,2024-12-03 10:18:28,,
Library outdoor Space storage,10:27,wallet,high,1,sunny,weekday,2024-12-03 10:27:01,,
3rd Floor Study Area,10:27,document,high,3,sunny,weekday,2024-12-03 10:27:41,,
New Building Bio Laboratory outside space Storage Cabins,10:36,other,medium,2,sunny,weekday,2024-12-03 10:36:41,,
New Building Canteen,10:43,other,high,4,sunny,weekday,2024-12-03 10:43:11,,
Bird Nest Canteen,10:45,wallet,high,8,sunny,weekday,2024-12-03 10:45:05,,
Business Faculty Study Area,10:53,document,high,2,sunny,weekday,2024-12-03 10:53:49,,
Anohana Canteen,11:05,laptop,medium,10,rainy,weekday,2024-12-03 11:05:06,,
Bird Nest Study Area,11:26,phone,high,3,cloudy,weekday,2024-12-03 11:26:51,,
Study Area 4th Floor New Building,11:27,bag,high,3,cloudy,weekday,2024-12-03 11:27:51,,
P and S Cafeteria,11:29,keys,high,7,rainy,weekday,2024-12-03 11:29:11,,
Basement Canteen,11:40,other,high,5,cloudy,weekday,2024-12-03 11:40:42,,
Old Library Space,11:42,laptop,medium,1,sunny,weekday,2024-12-03 11:42:23,,
Main Building 5th floor outside space Storage Cabin,11:43,phone,high,1,sunny,weekday,2024-12-03 11:43:24,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,11:44,wallet,medium,3,cloudy,weekday,2024-12-03 11:44:32,,
Bird Nest Canteen,11:58,phone,medium,4,sunny,weekday,2024-12-03 11:58:55,,
Library,12:04,keys,very_high,4,cloudy,weekday,2024-12-03 12:04:09,,
Anohana Canteen,12:26,document,very_high,8,sunny,weekday,2024-12-03 12:26:19,,
P and S Cafeteria,12:43,other,very_high,9,sunny,weekday,2024-12-03 12:43:00,,
Juice Bar,12:48,phone,very_high,4,cloudy,weekday,2024-12-03 12:48:52,,
New Building Canteen,13:12,wallet,very_high,3,stormy,weekday,2024-12-03 13:12:00,,
Anohana Canteen,13:26,keys,very_high,3,cloudy,weekday,2024-12-03 13:26:07,,
Basement Canteen,13:38,keys,very_high,8,sunny,weekday,2024-12-03 13:38:05,,
Bird Nest Canteen,13:42,laptop,very_high,4,cloudy,weekday,2024-12-03 13:42:35,,
P and S Cafeteria,14:00,keys,medium,8,cloudy,weekday,2024-12-03 14:00:42,,
Business Faculty Study Area,14:03,document,high,4,rainy,weekday,2024-12-03 14:03:20,,
Library,14:08,phone,high,1,sunny,weekday,2024-12-03 14:08:49,,
Study Area 4th Floor New Building,14:12,bag,high,2,cloudy,weekday,2024-12-03 14:12:39,,
Bird Nest Study Area,14:17,wallet,high,1,sunny,weekday,2024-12-03 14:17:05,,
Anohana Canteen,14:40,other,high,5,sunny,weekday,2024-12-03 14:40:17,,
3rd Floor Study Area,14:40,bag,high,5,stormy,weekday,2024-12-03 14:40:19,,
Old Library Space,14:58,wallet,medium,1,sunny,weekday,2024-12-03 14:58:18,,
Bird Nest Canteen,14:59,phone,high,8,cloudy,weekday,2024-12-03 14:59:15,,
P and S Cafeteria,15:19,keys,high,5,sunny,weekday,2024-12-03 15:19:34,,
Juice Bar,15:25,other,high,2,sunny,weekday,2024-12-03 15:25:29,,
Basement Canteen,15:30,other,high,10,cloudy,weekday,2024-12-03 15:30:59,,
New Building Canteen,15:31,keys,high,7,rainy,weekday,2024-12-03 15:31:01,,
Bird Nest Canteen,16:08,wallet,high,6,sunny,weekday,2024-12-03 16:08:00,,
Anohana Canteen,16:16,wallet,medium,13,stormy,weekday,2024-12-03 16:16:22,,
Library,16:26,phone,high,3,sunny,weekday,2024-12-03 16:26:14,,
P and S Cafeteria,16:38,document,high,3,cloudy,weekday,2024-12-03 16:38:34,,
Bird Nest Study Area,16:41,document,high,3,sunny,weekday,2024-12-03 16:41:28,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,16:56,phone,medium,2,stormy,weekday,2024-12-03 16:56:52,,
Study Area 4th Floor New Building,17:12,phone,high,4,rainy,weekday,2024-12-03 17:12:40,,
Old Library Space,17:14,phone,high,3,sunny,weekday,2024-12-03 17:14:12,,
Business Faculty Study Area,17:17,document,medium,3,cloudy,weekday,2024-12-03 17:17:00,,
Library outdoor Space storage,17:19,phone,high,1,sunny,weekday,2024-12-03 17:19:07,,
Bird Nest Canteen,17:27,keys,medium,3,sunny,weekday,2024-12-03 17:27:31,,
P and S Cafeteria,17:29,other,high,6,stormy,weekday,2024-12-03 17:29:57,,
Anohana Canteen,17:48,wallet,medium,4,cloudy,weekday,2024-12-03 17:48:10,,
3rd Floor Study Area,18:27,keys,low,3,stormy,weekday,2024-12-03 18:27:03,,
P and S Cafeteria,18:29,bag,low,8,stormy,weekday,2024-12-03 18:29:45,,
Library,18:51,other,low,7,rainy,weekday,2024-12-03 18:51:41,,
P and S Cafeteria,19:17,phone,low,12,rainy,weekday,2024-12-03 19:17:52,,
Library,21:30,keys,low,3,sunny,weekday,2024-12-03 21:30:23,,
Anohana Canteen,08:07,bag,very_high,5,stormy,weekday,2024-12-04 08:07:19,,
P and S Cafeteria,08:08,document,very_high,7,sunny,weekday,2024-12-04 08:08:23,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,08:15,phone,very_high,1,sunny,weekday,2024-12-04 08:15:12,,
